T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  622.586        4652.61        11.3426        2707.40     
  628.317        4652.61        11.2354        2711.04     
  634.048        4652.61        10.7107        2730.88     
  639.779        4652.61        10.9319        2721.79     
  645.510        4652.61        10.7984        2726.51     
  651.241        4652.61        10.5691        2734.99     
  656.972        4652.61        10.2935        2745.37     
  662.703        4652.61        9.60158        2772.55     
  668.434        4652.61        9.04951        2794.52     
  674.165        4652.61        8.80305        2804.19     
  679.896        4652.61        8.42974        2819.25     
  685.627        4652.61        7.88560        2841.68     
  691.357        4652.61        7.88516        2841.13     
  697.088        4652.61        7.88478        2840.56     
  702.819        4652.61        7.88451        2839.99     
  708.550        4652.61        7.88381        2839.45     
  714.281        4652.61        7.88346        2838.88     
  720.012        4652.61        7.88357        2838.28     
  725.743        4652.61        7.88322        2837.71     
  731.474        4652.61        7.88251        2837.16     
  737.205        4652.61        7.87745        2836.85     
  742.936        4652.61        7.87864        2836.20     
  748.667        4652.61        7.87975        2835.54     
  754.398        4652.61        7.87807        2835.04     
  760.129        4652.61        7.87383        2834.68     
  765.859        4652.61        7.87604        2833.97     
  771.590        4652.61        7.87381        2833.50     
  777.321        4652.61        7.86967        2833.13     
  783.052        4652.61        7.86827        2832.61     
  788.783        4652.61        7.86654        2832.11     
  794.514        4652.61        7.86453        2831.62     
  800.245        4652.61        7.85845        2831.36     
  805.976        4652.61        7.02081        2866.95     
  811.707        4652.61        6.67325        2881.58     
  817.438        4652.61        6.67325        2880.97     
  823.169        4652.61        6.67325        2880.36     
  828.900        4652.61        5.94611        2914.90     
  834.631        4652.61        5.33199        2944.65     
  840.361        4652.61        2.46953        3095.15     
  846.092        4652.61        2.18390        3110.46     
  851.823        4652.61        2.17963        3110.07     
  857.554        4652.61        2.17209        3109.86     
  863.285        4652.61        2.16477        3109.63     
  869.016        4652.61        2.15073        3109.72     
  874.747        4652.61        2.14763        3109.28     
  880.478        4652.61        2.13268        3109.42     
  886.209        4652.61        2.11607        3109.65     
  891.940        4652.61        2.11643        3109.04     
  897.671        4652.61        2.10716        3108.89     
  903.402        4652.61        2.09822        3108.74     
  909.133        4652.61        2.08591        3108.75     
  914.863        4652.61        2.01489        3111.69     
  920.594        4652.61        2.00403        3111.63     
  926.325        4652.61        1.99569        3111.44     
  932.056        4652.61        2.02323        3109.44     
  937.787        4652.61        2.00410        3109.79     
  943.518        4652.61        1.97328        3110.72     
  949.249        4652.61        1.29003        3178.44     
  954.980        4652.61        1.29523        3177.49     
  960.711        4652.61        1.26217        3178.84     
  966.442        4652.61       0.785670        3212.55     
  972.173        4652.61       0.706268        3216.77     
  977.904        4652.61       0.664446        3218.71     
  983.635        4652.61       0.624845        3220.50     
  989.365        4652.61       0.570829        3223.16     
  995.096        4652.61       0.471840        3228.61     
  1000.83        4652.61       0.385127        3233.31     
  1006.56        4652.61       0.846824E-001   3257.60     
  1012.29        4652.61       0.845675E-001   3256.96     
  1018.02        4652.61       0.844623E-001   3256.32     
  1023.75        4652.61       0.843191E-001   3255.67     
  1029.48        4652.61       0.842090E-001   3255.02     
  1035.21        4652.61       0.840922E-001   3254.37     
  1040.94        4652.61       0.839210E-001   3253.67     
  1046.67        4652.61       0.795691E-001   3252.65     
  1052.41        4652.61       0.831274E-001   3252.31     
  1058.14        4652.61       0.831699E-001   3251.66     
  1063.87        4652.61       0.833370E-001   3251.06     
  1069.60        4652.61       0.831868E-001   3250.39     
  1075.33        4652.61       0.801621E-001   3249.33     
  1081.06        4652.61       0.790907E-001   3248.57     
  1086.79        4652.61       0.826794E-001   3248.29     
  1092.52        4652.61       0.800856E-001   3247.35     
  1098.25        4652.61       0.821316E-001   3246.91     
  1103.98        4652.61       0.819237E-001   3246.21     
  1109.71        4652.61       0.816925E-001   3245.49     
  1115.45        4652.61       0.791096E-001   3244.38     
  1121.18        4652.61       0.797968E-001   3243.70     
  1126.91        4652.61       0.776869E-001   3243.00     
  1132.64        4652.61       0.799042E-001   3242.45     
  1138.37        4652.61       0.798191E-001   3241.69     
  1144.10        4652.61       0.794081E-001   3240.89     
  1149.83        4652.61       0.735293E-001   3239.03     
  1155.56        4652.61       0.601406E-001   3236.37     
  1161.29        4652.61       0.710440E-001   3237.70     
  1167.02        4652.61       0.548170E-001   3234.05     
  1172.76        4652.61       0.745481E-001   3236.32     
  1178.49        4652.61       0.733055E-001   3235.32     
  1184.22        4652.61       0.703294E-001   3234.10     
  1189.95        4652.61       0.440358E-001   3227.61     
  1195.68        4652.61       0.558245E-001   3230.53     
  1201.41        4652.61       0.545136E-001   3229.28     
  1207.14        4652.61       0.464997E-001   3227.28     
  1212.87        4652.61       0.283110E-001   3223.71     
  1218.60        4652.61       0.114967E-001   3220.57     
  1224.33        4652.61       0.114967E-001   3219.88     
  1230.06        4652.61       0.114967E-001   3219.23     
  1235.80        4652.61       0.114967E-001   3218.56     
  1241.53        4652.61       0.114967E-001   3217.82     
  1247.26        4652.61       0.114967E-001   3217.14     
  1252.99        4652.61       0.114967E-001   3216.46     
  1258.72        4652.61       0.114967E-001   3215.76     
  1264.45        4652.61       0.114967E-001   3215.22     
  1270.18        4652.61       0.114967E-001   3214.52     
  1275.91        4652.61       0.114967E-001   3213.94     
  1281.64        4652.61       0.114967E-001   3213.33     
  1287.37        4652.61       0.114967E-001   3212.65     
  1293.10        4652.61       0.114967E-001   3211.93     
  1298.84        4652.61       0.114967E-001   3211.31     
  1304.57        4652.61       0.114967E-001   3210.65     
  1310.30        4652.61       0.114967E-001   3209.86     
  1316.03        4652.61       0.114967E-001   3209.15     
  1321.76        4652.61       0.114967E-001   3208.16     
  1327.49        4652.61       0.114967E-001   3207.94     
  1333.22        4652.61       0.114967E-001   3207.25     
  1338.95        4652.61       0.114967E-001   3206.08     
  1344.68        4652.61       0.114967E-001   3205.68     
  1350.41        4652.61       0.114967E-001   3205.07     
  1356.14        4652.61       0.114967E-001   3203.99     
  1361.88        4652.61       0.114967E-001   3203.43     
  1367.61        4652.61       0.114967E-001   3202.81     
  1373.34        4652.61       0.114967E-001   3201.84     
  1379.07        4652.61       0.114967E-001   3201.32     
  1384.80        4652.61       0.114967E-001   3200.58     
  1390.53        4652.61       0.114967E-001   3199.85     
  1396.26        4652.61       0.114967E-001   3199.04     
  1401.99        4652.61       0.114967E-001   3198.35     
  1407.72        4652.61        0.00000        3197.43     
  1413.45        4652.61        0.00000        3196.89     
  1419.18        4652.61        0.00000        3196.25     
  1424.92        4652.61        0.00000        3195.57     
  1430.65        4652.61        0.00000        3194.89     
  1436.38        4652.61        0.00000        3194.01     
  1442.11        4652.61        0.00000        3201.01     
  1447.84        4652.61        0.00000        3208.57     
  1453.57        4652.61        0.00000        3207.50     
  1459.30        4652.61        0.00000        3206.15     
  1465.03        4652.61        0.00000        3204.77     
  1470.76        4652.61        0.00000        3203.66     
  1476.49        4652.61        0.00000        3202.41     
  1482.22        4652.61        0.00000        3201.46     
  1487.96        4652.61        0.00000        3200.49     
  1493.69        4652.61        0.00000        3199.52     
  1499.42        4652.61        0.00000        3198.53     
  1505.15        4652.61        0.00000        3197.56     
  1510.88        4652.61        0.00000        3196.55     
  1516.61        4652.61        0.00000        3195.58     
  1522.34        4652.61        0.00000        3194.57     
  1528.07        4652.61        0.00000        3193.56     
  1533.80        4652.61        0.00000        3192.58     
  1539.53        4652.61        0.00000        3191.57     
  1545.27        4652.61        0.00000        3190.54     
  1551.00        4652.61        0.00000        3189.52     
  1556.73        4652.61        0.00000        3188.49     
  1562.46        4652.61        0.00000        3187.44     
  1568.19        4652.61        0.00000        3186.39     
  1573.92        4652.61        0.00000        3185.27     
  1579.65        4652.61        0.00000        3184.26     
  1585.38        4652.61        0.00000        3183.17     
  1591.11        4652.61        0.00000        3182.02     
  1596.84        4652.61        0.00000        3181.01     
  1602.57        4652.61        0.00000        3179.91     
  1608.31        4652.61        0.00000        3178.80     
  1614.04        4652.61        0.00000        3177.68     
  1619.77        4652.61        0.00000        3176.55     
  1625.50        4652.61        0.00000        3175.42     
  1631.23        4652.61        0.00000        3174.27     
  1636.96        4652.61        0.00000        3173.10     
  1642.69        4652.61        0.00000        3171.93     
  1648.42        4652.61        0.00000        3170.75     
  1654.15        4652.61        0.00000        3169.55     
  1659.88        4652.61        0.00000        3168.35     
  1665.61        4652.61        0.00000        3167.14     
  1671.35        4652.61        0.00000        3165.91     
  1677.08        4652.61        0.00000        3164.67     
  1682.81        4652.61        0.00000        3163.43     
  1688.54        4652.61        0.00000        3162.17     
  1694.27        4652.61        0.00000        3160.90     
  1700.00        4652.61        0.00000        3159.63     
  273.000        4967.87        12.6695        2695.81     
  278.731        4967.87        12.5828        2698.61     
  284.462        4967.87        12.5828        2698.21     
  290.193        4967.87        12.5828        2698.61     
  295.924        4967.87        12.5828        2697.38     
  301.655        4967.87        12.5828        2697.32     
  307.386        4967.87        12.5828        2696.90     
  313.116        4967.87        12.5828        2696.48     
  318.847        4967.87        12.5828        2696.09     
  324.578        4967.87        12.5828        2695.70     
  330.309        4967.87        12.5249        2698.07     
  336.040        4967.87        12.5249        2697.61     
  341.771        4967.87        12.3774        2708.55     
  347.502        4967.87        12.3774        2707.86     
  353.233        4967.87        12.3774        2707.38     
  358.964        4967.87        12.3774        2706.99     
  364.695        4967.87        12.3774        2706.77     
  370.426        4967.87        12.3774        2706.33     
  376.157        4967.87        12.3774        2705.71     
  381.888        4967.87        12.3774        2705.38     
  387.618        4967.87        12.3774        2712.18     
  393.349        4967.87        12.3774        2711.77     
  399.080        4967.87        12.3774        2711.36     
  404.811        4967.87        12.3774        2709.99     
  410.542        4967.87        12.3774        2688.55     
  416.273        4967.87        12.3774        2687.96     
  422.004        4967.87        12.3774        2687.37     
  427.735        4967.87        12.3774        2686.78     
  433.466        4967.87        12.3776        2686.21     
  439.197        4967.87        12.3774        2685.56     
  444.928        4967.87        12.3775        2684.96     
  450.659        4967.87        12.3776        2684.36     
  456.390        4967.87        12.3777        2683.75     
  462.120        4967.87        12.3774        2683.13     
  467.851        4967.87        12.3778        2682.57     
  473.582        4967.87        12.3778        2682.04     
  479.313        4967.87        12.3778        2681.51     
  485.044        4967.87        12.3779        2680.97     
  490.775        4967.87        12.3779        2680.43     
  496.506        4967.87        12.3779        2679.89     
  502.237        4967.87        12.3780        2679.35     
  507.968        4967.87        12.3569        2679.66     
  513.699        4967.87        12.3184        2680.66     
  519.430        4967.87        12.2818        2681.57     
  525.161        4967.87        12.2431        2682.57     
  530.892        4967.87        12.2093        2683.37     
  536.622        4967.87        12.1758        2684.16     
  542.353        4967.87        12.1375        2685.15     
  548.084        4967.87        12.0973        2686.21     
  553.815        4967.87        12.0574        2687.25     
  559.546        4967.87        12.0150        2688.38     
  565.277        4967.87        11.9746        2689.44     
  571.008        4967.87        11.9311        2690.61     
  576.739        4967.87        11.8823        2691.98     
  582.470        4967.87        11.8397        2693.12     
  588.201        4967.87        11.7891        2694.56     
  593.932        4967.87        11.7264        2696.46     
  599.663        4967.87        11.6803        2697.74     
  605.394        4967.87        11.6172        2699.65     
  611.124        4967.87        11.5247        2702.69     
  616.855        4967.87        11.3019        2710.72     
  622.586        4967.87        11.3891        2706.91     
  628.317        4967.87        11.2327        2712.43     
  634.048        4967.87        10.8632        2726.21     
  639.779        4967.87        11.0321        2719.19     
  645.510        4967.87        10.1068        2754.97     
  651.241        4967.87        10.0184        2758.01     
  656.972        4967.87        10.5200        2737.70     
  662.703        4967.87        9.30219        2785.90     
  668.434        4967.87        8.90514        2801.68     
  674.165        4967.87        9.06315        2794.74     
  679.896        4967.87        8.50331        2817.37     
  685.627        4967.87        8.20536        2829.36     
  691.357        4967.87        7.88524        2842.35     
  697.088        4967.87        7.88502        2841.78     
  702.819        4967.87        7.88466        2841.21     
  708.550        4967.87        7.88387        2840.67     
  714.281        4967.87        7.88354        2840.10     
  720.012        4967.87        7.88368        2839.51     
  725.743        4967.87        7.88177        2839.03     
  731.474        4967.87        7.88244        2838.40     
  737.205        4967.87        7.88167        2837.85     
  742.936        4967.87        7.87896        2837.42     
  748.667        4967.87        7.88007        2836.76     
  754.398        4967.87        7.87494        2836.45     
  760.129        4967.87        7.87450        2835.89     
  765.859        4967.87        7.87663        2835.18     
  771.590        4967.87        7.87095        2834.89     
  777.321        4967.87        7.86841        2834.44     
  783.052        4967.87        7.86924        2833.80     
  788.783        4967.87        7.86732        2833.32     
  794.514        4967.87        7.86229        2832.99     
  800.245        4967.87        7.85942        2832.56     
  805.976        4967.87        7.85548        2832.17     
  811.707        4967.87        6.75525        2879.19     
  817.438        4967.87        6.67325        2882.19     
  823.169        4967.87        6.67325        2881.59     
  828.900        4967.87        6.67325        2880.98     
  834.631        4967.87        6.08345        2908.83     
  840.361        4967.87        5.26037        2948.84     
  846.092        4967.87        2.26062        3107.38     
  851.823        4967.87        2.18369        3111.06     
  857.554        4967.87        2.17271        3111.01     
  863.285        4967.87        2.16509        3110.80     
  869.016        4967.87        2.15385        3110.76     
  874.747        4967.87        2.14627        3110.54     
  880.478        4967.87        2.13724        3110.39     
  886.209        4967.87        2.11989        3110.65     
  891.940        4967.87        2.11076        3110.51     
  897.671        4967.87        2.06518        3112.18     
  903.402        4967.87        2.05148        3112.27     
  909.133        4967.87        2.09286        3109.60     
  914.863        4967.87        2.07243        3110.02     
  920.594        4967.87        2.01627        3112.22     
  926.325        4967.87        2.04540        3110.15     
  932.056        4967.87        1.99423        3112.10     
  937.787        4967.87        1.98173        3112.12     
  943.518        4967.87        1.99817        3110.68     
  949.249        4967.87        1.29832        3178.96     
  954.980        4967.87        1.27896        3179.49     
  960.711        4967.87        1.26099        3179.94     
  966.442        4967.87       0.831199        3210.77     
  972.173        4967.87       0.741700        3215.59     
  977.904        4967.87       0.770406        3213.20     
  983.635        4967.87       0.660137        3219.32     
  989.365        4967.87       0.604247        3222.10     
  995.096        4967.87       0.536641        3225.62     
  1000.83        4967.87       0.467713        3229.22     
  1006.56        4967.87       0.163315        3255.31     
  1012.29        4967.87       0.851232E-001   3259.49     
  1018.02        4967.87       0.850055E-001   3258.81     
  1023.75        4967.87       0.848920E-001   3258.13     
  1029.48        4967.87       0.847797E-001   3257.45     
  1035.21        4967.87       0.846295E-001   3256.77     
  1040.94        4967.87       0.845059E-001   3256.08     
  1046.67        4967.87       0.843637E-001   3255.40     
  1052.41        4967.87       0.842556E-001   3254.71     
  1058.14        4967.87       0.841244E-001   3254.03     
  1063.87        4967.87       0.839924E-001   3253.34     
  1069.60        4967.87       0.838687E-001   3252.66     
  1075.33        4967.87       0.837195E-001   3251.97     
  1081.06        4967.87       0.835750E-001   3251.28     
  1086.79        4967.87       0.834356E-001   3250.59     
  1092.52        4967.87       0.832770E-001   3249.91     
  1098.25        4967.87       0.831121E-001   3249.22     
  1103.98        4967.87       0.829473E-001   3248.53     
  1109.71        4967.87       0.828666E-001   3247.83     
  1115.45        4967.87       0.826051E-001   3247.16     
  1121.18        4967.87       0.824592E-001   3246.46     
  1126.91        4967.87       0.822698E-001   3245.78     
  1132.64        4967.87       0.820731E-001   3245.09     
  1138.37        4967.87       0.819153E-001   3244.40     
  1144.10        4967.87       0.816877E-001   3243.71     
  1149.83        4967.87       0.815965E-001   3243.01     
  1155.56        4967.87       0.812754E-001   3242.33     
  1161.29        4967.87       0.812754E-001   3241.61     
  1167.02        4967.87       0.809506E-001   3240.94     
  1172.76        4967.87       0.809506E-001   3240.22     
  1178.49        4967.87       0.805857E-001   3239.55     
  1184.22        4967.87       0.797577E-001   3238.59     
  1189.95        4967.87       0.784200E-001   3237.44     
  1195.68        4967.87       0.763050E-001   3236.25     
  1201.41        4967.87       0.759763E-001   3235.35     
  1207.14        4967.87       0.689323E-001   3233.65     
  1212.87        4967.87       0.664933E-001   3232.31     
  1218.60        4967.87       0.657513E-001   3231.02     
  1224.33        4967.87       0.573884E-001   3228.91     
  1230.06        4967.87       0.466700E-001   3226.55     
  1235.80        4967.87       0.370631E-001   3224.21     
  1241.53        4967.87       0.114967E-001   3219.87     
  1247.26        4967.87       0.114967E-001   3219.21     
  1252.99        4967.87       0.114967E-001   3218.54     
  1258.72        4967.87       0.114967E-001   3217.80     
  1264.45        4967.87       0.114967E-001   3217.21     
  1270.18        4967.87       0.114967E-001   3216.50     
  1275.91        4967.87       0.114967E-001   3215.76     
  1281.64        4967.87       0.114967E-001   3215.22     
  1287.37        4967.87       0.114967E-001   3214.53     
  1293.10        4967.87       0.114967E-001   3213.87     
  1298.84        4967.87       0.114967E-001   3213.19     
  1304.57        4967.87       0.114967E-001   3212.52     
  1310.30        4967.87       0.114967E-001   3211.73     
  1316.03        4967.87       0.114967E-001   3211.12     
  1321.76        4967.87       0.114967E-001   3210.21     
  1327.49        4967.87       0.114967E-001   3209.81     
  1333.22        4967.87       0.114967E-001   3209.07     
  1338.95        4967.87       0.114967E-001   3208.08     
  1344.68        4967.87       0.114967E-001   3207.69     
  1350.41        4967.87       0.114967E-001   3207.02     
  1356.14        4967.87       0.114967E-001   3205.96     
  1361.88        4967.87       0.114967E-001   3205.55     
  1367.61        4967.87       0.114967E-001   3204.86     
  1373.34        4967.87       0.114967E-001   3204.10     
  1379.07        4967.87       0.114967E-001   3203.34     
  1384.80        4967.87       0.114967E-001   3202.58     
  1390.53        4967.87       0.114967E-001   3201.84     
  1396.26        4967.87       0.114967E-001   3201.02     
  1401.99        4967.87       0.114967E-001   3200.28     
  1407.72        4967.87       0.114967E-001   3199.59     
  1413.45        4967.87       0.114967E-001   3198.82     
  1419.18        4967.87        0.00000        3198.08     
  1424.92        4967.87        0.00000        3197.34     
  1430.65        4967.87        0.00000        3196.75     
  1436.38        4967.87        0.00000        3195.91     
  1442.11        4967.87        0.00000        3195.20     
  1447.84        4967.87        0.00000        3204.36     
  1453.57        4967.87        0.00000        3208.84     
  1459.30        4967.87        0.00000        3208.11     
  1465.03        4967.87        0.00000        3206.40     
  1470.76        4967.87        0.00000        3204.94     
  1476.49        4967.87        0.00000        3203.91     
  1482.22        4967.87        0.00000        3202.68     
  1487.96        4967.87        0.00000        3201.71     
  1493.69        4967.87        0.00000        3200.73     
  1499.42        4967.87        0.00000        3199.77     
  1505.15        4967.87        0.00000        3198.77     
  1510.88        4967.87        0.00000        3197.78     
  1516.61        4967.87        0.00000        3196.81     
  1522.34        4967.87        0.00000        3195.78     
  1528.07        4967.87        0.00000        3194.79     
  1533.80        4967.87        0.00000        3193.81     
  1539.53        4967.87        0.00000        3192.79     
  1545.27        4967.87        0.00000        3191.77     
  1551.00        4967.87        0.00000        3190.75     
  1556.73        4967.87        0.00000        3189.73     
  1562.46        4967.87        0.00000        3188.68     
  1568.19        4967.87        0.00000        3187.63     
  1573.92        4967.87        0.00000        3186.52     
  1579.65        4967.87        0.00000        3185.52     
  1585.38        4967.87        0.00000        3184.44     
  1591.11        4967.87        0.00000        3183.30     
  1596.84        4967.87        0.00000        3182.25     
  1602.57        4967.87        0.00000        3181.14     
  1608.31        4967.87        0.00000        3180.05     
  1614.04        4967.87        0.00000        3178.94     
  1619.77        4967.87        0.00000        3177.82     
  1625.50        4967.87        0.00000        3176.67     
  1631.23        4967.87        0.00000        3175.54     
  1636.96        4967.87        0.00000        3174.38     
  1642.69        4967.87        0.00000        3173.20     
  1648.42        4967.87        0.00000        3172.04     
  1654.15        4967.87        0.00000        3170.85     
  1659.88        4967.87        0.00000        3169.64     
  1665.61        4967.87        0.00000        3168.44     
  1671.35        4967.87        0.00000        3167.22     
  1677.08        4967.87        0.00000        3165.98     
  1682.81        4967.87        0.00000        3164.75     
  1688.54        4967.87        0.00000        3163.50     
  1694.27        4967.87        0.00000        3162.23     
  1700.00        4967.87        0.00000        3160.97     
  273.000        5283.13        12.6695        2697.20     
  278.731        5283.13        12.5828        2700.10     
  284.462        5283.13        12.5828        2699.66     
  290.193        5283.13        12.5828        2699.99     
  295.924        5283.13        12.5828        2698.89     
  301.655        5283.13        12.5828        2698.48     
  307.386        5283.13        12.5828        2698.34     
  313.116        5283.13        12.5828        2698.04     
  318.847        5283.13        12.5828        2697.59     
  324.578        5283.13        12.5828        2697.16     
  330.309        5283.13        12.5249        2699.30     
  336.040        5283.13        12.5249        2699.11     
  341.771        5283.13        12.3774        2710.11     
  347.502        5283.13        12.3789        2709.63     
  353.233        5283.13        12.3774        2709.00     
  358.964        5283.13        12.3774        2708.61     
  364.695        5283.13        12.3774        2708.31     
  370.426        5283.13        12.3774        2707.81     
  376.157        5283.13        12.3774        2707.41     
  381.888        5283.13        12.3774        2713.74     
  387.618        5283.13        12.3774        2713.33     
  393.349        5283.13        12.3774        2712.92     
  399.080        5283.13        12.3774        2712.51     
  404.811        5283.13        12.3774        2711.18     
  410.542        5283.13        12.3774        2689.85     
  416.273        5283.13        12.3774        2689.27     
  422.004        5283.13        12.3774        2688.68     
  427.735        5283.13        12.3774        2688.09     
  433.466        5283.13        12.3776        2687.52     
  439.197        5283.13        12.3776        2686.93     
  444.928        5283.13        12.3777        2686.34     
  450.659        5283.13        12.3776        2685.70     
  456.390        5283.13        12.3776        2685.10     
  462.120        5283.13        12.3774        2684.48     
  467.851        5283.13        12.3774        2683.92     
  473.582        5283.13        12.3775        2683.36     
  479.313        5283.13        12.3779        2682.83     
  485.044        5283.13        12.3779        2682.30     
  490.775        5283.13        12.3779        2681.76     
  496.506        5283.13        12.3780        2681.22     
  502.237        5283.13        12.3780        2680.68     
  507.968        5283.13        12.3780        2680.14     
  513.699        5283.13        12.3345        2681.34     
  519.430        5283.13        12.2956        2682.35     
  525.161        5283.13        12.2618        2683.15     
  530.892        5283.13        12.2277        2683.97     
  536.622        5283.13        12.1761        2685.46     
  542.353        5283.13        12.1351        2686.56     
  548.084        5283.13        12.1051        2687.22     
  553.815        5283.13        12.0423        2689.11     
  559.546        5283.13        12.0052        2690.05     
  565.277        5283.13        11.9853        2690.35     
  571.008        5283.13        11.9256        2692.10     
  576.739        5283.13        11.8660        2693.89     
  582.470        5283.13        11.8507        2694.02     
  588.201        5283.13        11.7617        2696.89     
  593.932        5283.13        11.6886        2699.19     
  599.663        5283.13        11.6914        2698.62     
  605.394        5283.13        11.4759        2706.34     
  611.124        5283.13        11.4295        2707.63     
  616.855        5283.13        11.3823        2708.92     
  622.586        5283.13        11.0684        2720.54     
  628.317        5283.13        10.9876        2723.18     
  634.048        5283.13        11.0151        2721.59     
  639.779        5283.13        11.0617        2719.34     
  645.510        5283.13        10.2099        2752.14     
  651.241        5283.13        10.2941        2748.33     
  656.972        5283.13        10.3819        2744.41     
  662.703        5283.13        9.47720        2780.02     
  668.434        5283.13        9.08623        2795.46     
  674.165        5283.13        9.29325        2786.52     
  679.896        5283.13        8.57888        2815.44     
  685.627        5283.13        8.19370        2831.07     
  691.357        5283.13        7.88533        2843.57     
  697.088        5283.13        7.88499        2843.00     
  702.819        5283.13        7.88464        2842.44     
  708.550        5283.13        7.88395        2841.90     
  714.281        5283.13        7.88396        2841.31     
  720.012        5283.13        7.88299        2840.78     
  725.743        5283.13        7.88181        2840.26     
  731.474        5283.13        7.88088        2839.72     
  737.205        5283.13        7.88036        2839.16     
  742.936        5283.13        7.87928        2838.64     
  748.667        5283.13        7.87686        2838.17     
  754.398        5283.13        7.87590        2837.64     
  760.129        5283.13        7.87517        2837.10     
  765.859        5283.13        7.87582        2836.47     
  771.590        5283.13        7.87138        2836.11     
  777.321        5283.13        7.86884        2835.66     
  783.052        5283.13        7.87072        2834.97     
  788.783        5283.13        7.86551        2834.66     
  794.514        5283.13        7.86183        2834.27     
  800.245        5283.13        7.86076        2833.73     
  805.976        5283.13        7.85631        2833.38     
  811.707        5283.13        7.53255        2846.63     
  817.438        5283.13        6.67325        2883.41     
  823.169        5283.13        6.67325        2882.81     
  828.900        5283.13        6.67325        2882.20     
  834.631        5283.13        6.15634        2906.49     
  840.361        5283.13        5.39825        2943.17     
  846.092        5283.13        3.07639        3063.63     
  851.823        5283.13        2.18753        3112.05     
  857.554        5283.13        2.17529        3112.07     
  863.285        5283.13        2.16670        3111.90     
  869.016        5283.13        2.16151        3111.57     
  874.747        5283.13        2.14835        3111.63     
  880.478        5283.13        2.13424        3111.73     
  886.209        5283.13        2.12831        3111.43     
  891.940        5283.13        2.11496        3111.49     
  897.671        5283.13        2.09432        3111.92     
  903.402        5283.13        2.08138        3111.97     
  909.133        5283.13        2.09827        3110.53     
  914.863        5283.13        2.06191        3111.74     
  920.594        5283.13        2.03593        3112.43     
  926.325        5283.13        2.04962        3111.14     
  932.056        5283.13        2.02701        3111.67     
  937.787        5283.13        2.00218        3112.30     
  943.518        5283.13        2.00885        3111.35     
  949.249        5283.13        1.31473        3178.99     
  954.980        5283.13        1.29687        3179.43     
  960.711        5283.13        1.27887        3179.88     
  966.442        5283.13        1.27338        3179.57     
  972.173        5283.13       0.819530        3211.83     
  977.904        5283.13       0.724420        3217.00     
  983.635        5283.13       0.689641        3218.50     
  989.365        5283.13       0.638028        3221.02     
  995.096        5283.13       0.587882        3223.47     
  1000.83        5283.13       0.533438        3226.18     
  1006.56        5283.13       0.221347        3252.69     
  1012.29        5283.13       0.119086        3258.35     
  1018.02        5283.13       0.849946E-001   3259.79     
  1023.75        5283.13       0.848779E-001   3259.11     
  1029.48        5283.13       0.847547E-001   3258.43     
  1035.21        5283.13       0.846629E-001   3257.74     
  1040.94        5283.13       0.844864E-001   3257.06     
  1046.67        5283.13       0.843456E-001   3256.38     
  1052.41        5283.13       0.842316E-001   3255.70     
  1058.14        5283.13       0.841922E-001   3255.00     
  1063.87        5283.13       0.839745E-001   3254.33     
  1069.60        5283.13       0.838363E-001   3253.64     
  1075.33        5283.13       0.837448E-001   3252.95     
  1081.06        5283.13       0.836141E-001   3252.26     
  1086.79        5283.13       0.833901E-001   3251.58     
  1092.52        5283.13       0.832840E-001   3250.89     
  1098.25        5283.13       0.831700E-001   3250.20     
  1103.98        5283.13       0.829264E-001   3249.52     
  1109.71        5283.13       0.828440E-001   3248.83     
  1115.45        5283.13       0.826646E-001   3248.14     
  1121.18        5283.13       0.824184E-001   3247.46     
  1126.91        5283.13       0.822872E-001   3246.76     
  1132.64        5283.13       0.821365E-001   3246.07     
  1138.37        5283.13       0.818762E-001   3245.39     
  1144.10        5283.13       0.817552E-001   3244.70     
  1149.83        5283.13       0.814833E-001   3244.02     
  1155.56        5283.13       0.812735E-001   3243.33     
  1161.29        5283.13       0.810834E-001   3242.63     
  1167.02        5283.13       0.808476E-001   3241.95     
  1172.76        5283.13       0.806346E-001   3241.26     
  1178.49        5283.13       0.804159E-001   3240.56     
  1184.22        5283.13       0.802451E-001   3239.87     
  1189.95        5283.13       0.800644E-001   3239.17     
  1195.68        5283.13       0.797119E-001   3238.49     
  1201.41        5283.13       0.794432E-001   3237.80     
  1207.14        5283.13       0.791792E-001   3237.12     
  1212.87        5283.13       0.789119E-001   3236.43     
  1218.60        5283.13       0.786855E-001   3235.73     
  1224.33        5283.13       0.784340E-001   3235.04     
  1230.06        5283.13       0.771831E-001   3234.00     
  1235.80        5283.13       0.748899E-001   3232.69     
  1241.53        5283.13       0.545508E-001   3227.67     
  1247.26        5283.13       0.636803E-001   3229.42     
  1252.99        5283.13       0.424982E-001   3225.11     
  1258.72        5283.13       0.114967E-001   3219.67     
  1264.45        5283.13       0.114967E-001   3219.16     
  1270.18        5283.13       0.114967E-001   3218.46     
  1275.91        5283.13       0.114967E-001   3217.77     
  1281.64        5283.13       0.114967E-001   3217.06     
  1287.37        5283.13       0.114967E-001   3216.40     
  1293.10        5283.13       0.114967E-001   3215.71     
  1298.84        5283.13       0.114967E-001   3215.01     
  1304.57        5283.13       0.114967E-001   3214.33     
  1310.30        5283.13       0.114967E-001   3213.73     
  1316.03        5283.13       0.114967E-001   3213.08     
  1321.76        5283.13       0.114967E-001   3212.24     
